A.Abbara;A.Alemi
M.Yates;M.Botvinick
M.Yates;Q.Yu
M.Yates;S.Pullman
M.Yates;S.Sheth
M.Yates;S.Shrinivasan
M.Yates;Y.Pathak
M.Zirnsak;S.Lomber
M.Zirnsak;T.Moore
M.Zirnsak;X.Chen
N.Ben-Shushan;N.Shaham
N.Ben-Shushan;Y.Burak
N.Ben-Shushan;M.Tsodyks
N.Bilenko;A.Huth
N.Bilenko;A.Nunez-Elizalde
N.Bilenko;F.Deniz
N.Bilenko;J.Gallant
N.Bilenko;L.Wehbe
N.Brackbill;A.Litke
N.Brackbill;A.Sher
N.Brackbill;A.Tikidji-Hamburyan
N.Brackbill;C.Rhoades
N.Brackbill;E.Chichilnisky
N.Brackbill;E.Simoncelli
N.Brackbill;G.Goetz
N.Brackbill;L.Paninski
N.Brackbill;N.Shah
N.Brackbill;A.Litke
N.Brackbill;A.Sher
N.Brackbill;A.Tikidji-Hamburyan
N.Brackbill;C.Rhoades
N.Brackbill;E.Chichilnisky
N.Brackbill;G.Goetz
N.Brackbill;J.Shlens
N.Brackbill;N.Shah
N.Brackbill;V.Gupta
N.Brackbill;Y.Singer
N.Brunel;U.Pereira
N.Brunel;D.Debanne
N.Brunel;J.Aljadeff
N.Brunel;Y.Inglebert
N.Brunel;B.Barbour
N.Brunel;C.Bimbard
N.Brunel;C.Clopath
N.Brunel;G.Bouvier
N.Brunel;J.Nadal
N.Brunel;V.Hakim
N.Cain;C.Koch
N.Cain;C.Teeter
N.Cain;D.Feng
N.Cain;J.Berg
N.Cain;N.Gouwens
N.Cain;R.Iyer
N.Cain;S.Mihalis
N.Cain;V.Menon
N.Calaim;C.Machens
N.Calaim;P.Fiquet
N.Calaim;S.Deneve
N.Desai;E.Pollock
N.Desai;V.Balasubramanian
N.Desai;X.Wei
N.Emptage;J.D\'Amour
N.Emptage;R.Costa
N.Emptage;R.Froemke
N.Emptage;T.Vogels
N.Emptage;Z.Padamsey
N.Foley;J.Gottlieb
N.Goncalves;A.Welchman
N.Goodman;E.Miller
N.Goodman;I.Ballard
N.Goodman;S.McClure
N.Goodman;S.Piantadosi
N.Gouwens;C.Koch
N.Gouwens;C.Teeter
N.Gouwens;D.Feng
N.Gouwens;J.Berg
N.Gouwens;N.Cain
N.Gouwens;R.Iyer
N.Gouwens;S.Mihalis
N.Gouwens;V.Menon
N.Hiratani;T.Fukai
N.Hoglen;A.Hasenstaub
N.Hoglen;B.Malone
N.Hoglen;E.Phillips
N.Hoglen;P.Larimer
N.Horst;L.Amarante
N.Horst;M.Caetano
N.Horst;M.Laubach
N.James;H.Gritton
N.James;J.Ma
N.James;K.Sen
N.James;X.Han
N.Jikomes;B.Lowell
N.Jikomes;C.Burgess
N.Jikomes;G.Goldey
N.Jikomes;H.Fenselau
N.Jikomes;J.Madara
N.Jikomes;J.Resch
N.Jikomes;K.Levandowski
N.Jikomes;M.Andermann
N.Jikomes;R.Ramesh
N.Jikomes;Y.Livneh
N.Kraynyukova;T.Tchumatchenko
N.Kriegeskorte;A.Walther
N.Kriegeskorte;J.Mehrer
N.Kriegeskorte;K.Storrs
N.Maheswaranathan;A.Williams
N.Maheswaranathan;B.Poole
N.Maheswaranathan;B.Yu
N.Maheswaranathan;G.Santhanam
N.Maheswaranathan;K.Shenoy
N.Maheswaranathan;S.Baccus
N.Maheswaranathan;S.Ganguli
N.Maheswaranathan;S.Ryu
N.Ozeri;J.Clemens
N.Ozeri;M.Murthy
N.Parker;I.Witten
N.Parker;M.Murugan
N.Romano;J.Hawkins
N.Romano;M.Lewis
N.Romano;S.Ahmad
N.Romano;Y.Cui
N.Schuck;Y.Niv
N.Shah;A.Litke
N.Shah;A.Sher
N.Shah;A.Tikidji-Hamburyan
N.Shah;C.Rhoades
N.Shah;E.Chichilnisky
N.Shah;E.Simoncelli
N.Shah;G.Goetz
N.Shah;L.Paninski
N.Shah;N.Brackbill
N.Shah;A.Litke
N.Shah;A.Sher
N.Shah;A.Tikidji-Hamburyan
N.Shah;C.Rhoades
N.Shah;E.Chichilnisky
N.Shah;G.Goetz
N.Shah;J.Shlens
N.Shah;N.Brackbill
N.Shah;V.Gupta
N.Shah;Y.Singer
N.Shaham;N.Ben-Shushan
N.Shaham;Y.Burak
N.Shinitski;A.Smith
N.Shinitski;C.Barnes
N.Shinitski;D.Ba
N.Shinitski;D.Gray
N.Shinitski;S.Burke
N.Shinitski;Y.Zhang
N.Shinitski;D.Ba
N.Shinitski;K.Tye
N.Shinitski;S.Allsop
N.Shinitski;Y.Zhang
N.Sofroniew;A.Tolias
N.Sofroniew;J.Freeman
N.Sofroniew;J.Stone
N.Sofroniew;L.Theis
N.Sofroniew;M.Bethge
N.Sofroniew;P.Berens
N.Steinmetz;C.Stringer
N.Steinmetz;K.Harris
N.Steinmetz;M.Carandini
N.Steinmetz;M.Dipoppa
N.Steinmetz;M.Pachitariu
N.Steinmetz;S.Schroeder
N.Steinmetz;D.Sridharan
N.Steinmetz;E.Knudsen
N.Steinmetz;T.Moore
N.Steinmetz;K.Boahen
N.Steinmetz;T.Engel
N.Steinmetz;T.Moore
N.Steinmetz;T.Moore
N.Steinmetz;W.Pettine
N.Tandon;B.Aazhang
N.Tandon;D.Johnson
N.Tandon;G.Kalamangalam
N.Tandon;R.Malladi
N.Tishby;A.Borst
N.Tishby;I.Segev
N.Tishby;N.Zaslavsky
N.Tishby;s.wang
N.Uchida;C.Starkweather
N.Uchida;S.Gershman
N.Uchida;A.Mathis
N.Uchida;M.Amoroso
N.Ukani;A.Chiang
N.Ukani;A.Lazar
N.Ukani;A.Tomkins
N.Ukani;C.Lo
N.Ukani;C.Ortiz
N.Ukani;C.Wang
N.Ukani;C.Yeh
N.Ukani;D.Coca
N.Ukani;D.Florescu
N.Ukani;P.Richmond
N.Ukani;Y.Huang
N.Ukani;Y.Zhou
N.Wall;A.Mokhtari
N.Wall;K.Beier
N.Wall;L.Luo
N.Wall;P.Neumann
N.Wall;R.Malenka
N.Zaslavsky;A.Borst
N.Zaslavsky;I.Segev
N.Zaslavsky;N.Tishby
N.Zaslavsky;s.wang
O.Barak;M.Furst
O.Barak;O.Barzelay
O.Barak;D.Derdikman
O.Barak;K.Jeffery
O.Barak;R.Ismakov
O.Barzelay;M.Furst
O.Barzelay;O.Barak
O.Koyluoglu;D.Schwartz
O.Mano;D.Clark
O.Mano;M.Creamer
O.Maoz;E.Schneidman
O.Maoz;G.Tkacik
O.Maoz;R.Kiani
O.Marre;G.Tkacik
O.Marre;M.Chalk
O.Marre;J.Salisbury
O.Marre;M.Berry
O.Marre;S.Palmer
O.Schwartz;L.Sanchez-Giraldo
O.Schwartz;M.Laskar
O.Schwartz;L.Sanchez-Giraldo
O.Yizhar;I.Lampl
O.Yizhar;K.Cohen-Kashi-Malina
O.Yizhar;M.Mahn
O.Yizhar;M.Prigge
O.Yizhar;R.Levy
O.Yizhar;S.Ron
P.Berens;A.Tolias
P.Berens;J.Freeman
P.Berens;J.Stone
P.Berens;L.Theis
P.Berens;M.Bethge
P.Berens;N.Sofroniew
P.Browning;A.Mitz
P.Browning;B.Averbeck
P.Browning;R.Bartolo
P.Browning;R.Saunders
P.Castonguay;A.Packer
P.Castonguay;J.Yan
P.Castonguay;L.Aitchison
P.Castonguay;L.Russell
P.Castonguay;M.Hausser
P.Castonguay;S.Turaga
P.Coen;A.Calhoun
P.Coen;J.Pillow
P.Coen;M.Murthy
P.Dayan;K.Conover
P.Dayan;P.Shizgal
P.Dayan;R.Solomon
P.Dayan;S.Ahilan
P.Dayan;j.cohen
P.Dayan;K.Lloyd
P.Fiquet;C.Machens
P.Fiquet;N.Calaim
P.Fiquet;S.Deneve
P.Fries;G.Spyropoulos
P.Fries;J.Dowdall
P.Fries;M.Scholvinck
P.Goncalves;G.Bassetto
P.Goncalves;J.Lueckmann
P.Goncalves;J.Macke
P.Goncalves;M.Nonnenmacher
P.Groblewski;D.Ollerenshaw
P.Groblewski;D.Williams
P.Groblewski;J.Kiggins
P.Groblewski;M.Garrett
P.Groblewski;S.Manavi
P.Groblewski;S.Mihalis
P.Groblewski;S.Olsen
P.Herman;E.Miller
P.Herman;M.Lundqvist
P.Herman;M.Warden
P.Herman;S.Brincat
P.Hottowy;A.Litke
P.Hottowy;E.Chichilnisky
P.Hottowy;G.Mena
P.Hottowy;J.Cunningham
P.Hottowy;L.Grosberg
P.Hottowy;L.Paninski
P.Hottowy;S.Madugula
P.Huelsdunk;B.Hein
P.Huelsdunk;D.Fitzpatrick
P.Huelsdunk;D.Whitney
P.Huelsdunk;G.Smith
P.Huelsdunk;M.Kaschube
P.Jaini;J.Burge
P.Khanna;J.Carmena
P.Khanna;R.Costa
P.Khanna;V.Athalye
P.Khorsand;A.Soltani
P.Kuruppath;E.Gugig
P.Kuruppath;R.Azouz
P.Larimer;A.Hasenstaub
P.Larimer;B.Malone
P.Larimer;E.Phillips
P.Larimer;N.Hoglen
P.Latham;S.Tootoonian
P.Lawlor;D.Wood
P.Lawlor;J.Glaser
P.Lawlor;K.Kording
P.Lawlor;M.Segraves
P.Lawlor;P.Ramkumar
P.Lefuevre;F.Crevecoeur
P.Lund;A.Batista
P.Lund;B.Yu
P.Lund;E.Tyler-Kabara
P.Lund;J.Hennig
P.Lund;K.Quick
P.Lund;M.Golub
P.Lund;P.Sadtler
P.Lund;S.Chase
P.Lund;S.Ryu
P.Mardoum;M.Nolte
P.Mardoum;m.Sedigh-Sarvestani
P.Masset;A.Kepecs
P.Masset;J.Hirokawa
P.Masset;T.Ott
P.Neumann;A.Mokhtari
P.Neumann;K.Beier
P.Neumann;L.Luo
P.Neumann;N.Wall
P.Neumann;R.Malenka
P.RUEDA-OROZCO;A.HERMOSO-MENDIZABAL
P.RUEDA-OROZCO;A.HYAFIL
P.RUEDA-OROZCO;D.ROBBE
P.RUEDA-OROZCO;J.ROCHA
P.RUEDA-OROZCO;S.Jaramillo
P.Ramkumar;D.Wood
P.Ramkumar;J.Glaser
P.Ramkumar;K.Kording
P.Ramkumar;M.Segraves
P.Ramkumar;P.Lawlor
P.Ramkumar;K.Kording
P.Ramkumar;R.Farhoodi
P.Ramkumar;H.Fernades
P.Ramkumar;K.Kording
P.Ramkumar;M.Smith
P.Richmond;A.Chiang
P.Richmond;A.Lazar
P.Richmond;A.Tomkins
P.Richmond;C.Lo
P.Richmond;C.Ortiz
P.Richmond;C.Wang
P.Richmond;C.Yeh
P.Richmond;D.Coca
P.Richmond;D.Florescu
P.Richmond;N.Ukani
P.Richmond;Y.Huang
P.Richmond;Y.Zhou
P.Ritter;A.Ponce-Alvarez
P.Ritter;G.Deco
P.Ritter;K.Glomb
P.Ritter;M.Gilson
P.Riva-Posse;A.Crowell
P.Riva-Posse;A.Waters
P.Riva-Posse;H.Mayberg
P.Riva-Posse;L.Tao
P.Riva-Posse;R.Butera
P.Riva-Posse;R.Konda
P.Riva-Posse;V.Tiruvadi
P.Sabes;J.O'Doherty
P.Sabes;J.Rechenmann
P.Sachdeva;M.DeWeese
P.Sadtler;A.Batista
P.Sadtler;B.Yu
P.Sadtler;E.Tyler-Kabara
P.Sadtler;K.Quick
P.Sadtler;M.Golub
P.Sadtler;S.Chase
P.Sadtler;S.Ryu
P.Sadtler;A.Batista
P.Sadtler;B.Yu
P.Sadtler;E.Tyler-Kabara
P.Sadtler;J.Hennig
P.Sadtler;K.Quick
P.Sadtler;M.Golub
P.Sadtler;P.Lund
P.Sadtler;S.Chase
P.Sadtler;S.Ryu
P.Schrater;D.Mussack
P.Schrater;G.Rakate
P.Schrater;H.Schewe
P.Schrater;W.Torgerud
P.Shizgal;K.Conover
P.Shizgal;P.Dayan
P.Shizgal;R.Solomon
P.Shizgal;S.Ahilan
P.Shizgal;j.cohen
P.Stan;F.Baqai
P.Stan;J.Kauttonen
P.Stan;S.Kuhlman
P.Stan;T.Lee
P.Vertechi;D.Sarra
P.Vertechi;E.Lottem
P.Vertechi;M.Lohuis
P.Vertechi;Z.Mainen
P.Zhou;J.Friedrich
P.Zhou;L.Paninski
P.Znamenskiy;M.Iacaruso
P.Znamenskiy;M.Kim
P.Znamenskiy;T.Mrsic-Flogel
P.Znamenskiy;M.Iacaruso
P.Znamenskiy;M.Kim
P.Znamenskiy;T.Mrsic-Flogel
Q.Yang;X.Pitkow
Q.Yu;C.Mikell
Q.Yu;C.Schevon
Q.Yu;E.Smith
Q.Yu;G.Banks
Q.Yu;G.Horga
Q.Yu;G.McKhann
Q.Yu;M.Botvinick
Q.Yu;M.Yates
Q.Yu;S.Pullman
Q.Yu;S.Sheth
Q.Yu;S.Shrinivasan
Q.Yu;Y.Pathak
Q.Zaidi;E.Koch
Q.Zaidi;J.Alonso
Q.Zaidi;J.Jin
R.Adams;A.Miller
R.Adams;D.Blei
R.Adams;L.Paninski
R.Adams;M.Johnson
R.Adams;S.Linderman
R.Axel;A.Litwin-Kumar
R.Axel;H.Sompolinsky
R.Axel;K.Harris
R.Axel;L.Abbott
R.Azouz;E.Gugig
R.Azouz;P.Kuruppath
R.Bartolo;A.Mitz
R.Bartolo;B.Averbeck
R.Bartolo;P.Browning
R.Bartolo;R.Saunders
R.Bogacz;J.Whittington
R.Butera;A.Crowell
R.Butera;A.Waters
R.Butera;H.Mayberg
R.Butera;L.Tao
R.Butera;P.Riva-Posse
R.Butera;R.Konda
R.Butera;V.Tiruvadi
R.Chaudhuri;B.Gercek
R.Chaudhuri;B.Pandey
R.Chaudhuri;I.Fiete
R.Chowdhury;J.Glaser
R.Chowdhury;K.Kording
R.Chowdhury;L.Miller
R.Chowdhury;M.Perich
R.Coen-Cagli;A.Kohn
R.Cohn;A.Samulak
R.Cohn;A.Zolin
R.Cohn;I.Morantte
R.Cohn;V.Ruta
R.Cohn;A.Handler
R.Cohn;A.Siliciano
R.Cohn;I.Morantte
R.Cohn;V.Ruta
R.Cossart;A.Malvache
R.Cossart;A.Torcini
R.Cossart;C.Haimerl
R.Cossart;D.Angulo-Garcia
R.Costa;J.D\'Amour
R.Costa;N.Emptage
R.Costa;R.Froemke
R.Costa;T.Vogels
R.Costa;Z.Padamsey
R.Costa;F.Santos
R.Costa;J.Carmena
R.Costa;V.Athalye
R.Costa;J.Carmena
R.Costa;P.Khanna
R.Costa;V.Athalye
R.Denison;M.Carrasco
R.Denison;W.Adler
R.Denison;W.Ma
R.Echeveste;G.Hennequin
R.Echeveste;M.Lengyel
R.Engelken;F.Wolf
R.Epstein;A.Keinath
R.Epstein;V.Balasubramanian
R.Farhoodi;K.Kording
R.Farhoodi;P.Ramkumar
R.Froemke;J.D\'Amour
R.Froemke;N.Emptage
R.Froemke;R.Costa
R.Froemke;T.Vogels
R.Froemke;Z.Padamsey
R.Froemke;B.Albanna
R.Froemke;I.Carcea
R.Froemke;M.Insanally
R.Froemke;J.Schiavo
R.Froemke;I.Carcea
R.Froemke;M.Insanally
R.Gepner;D.Wadekar
R.Gepner;J.Wolk
R.Gepner;M.Gershow
R.Goris;C.Ziemba
R.Goris;E.Simoncelli
R.Goris;J.Movshon
R.Goris;A.Zaharia
R.Goris;E.Simoncelli
R.Goris;J.Movshon
R.Greenspan;K.Deisseroth
R.Greenspan;L.Grosenick
R.Greenspan;M.Broxton
R.Greenspan;S.Aimon
R.Greenspan;T.Katsuki
R.Greenspan;T.Sejnowski
R.Gross;A.Sharan
R.Gross;B.Jobst
R.Gross;B.Lega
R.Gross;D.Rizzuto
R.Gross;E.Solomon
R.Gross;G.Worrell
R.Gross;J.Kragel
R.Gross;J.Stein
R.Gross;K.Davis
R.Gross;K.Zaghloul
R.Gross;M.Kahana
R.Gross;M.Kucewicz
R.Gross;M.Sperling
R.Gross;S.Sheth
R.Gross;B.Mahmoudi
R.Gross;M.Connolly
R.Gross;S.Zaidi
R.Gross;B.Mahmoudi
R.Gross;M.Connolly
R.Haefner;A.Chattoraj
R.Haefner;J.Yates
R.Haefner;M.Hochberg
R.Haefner;R.Lange
R.Harpaz;E.Schneidman
R.Harpaz;G.Tkacik
R.Heydt;B.Hu
R.Heydt;E.Niebur
R.Ismakov;D.Derdikman
R.Ismakov;K.Jeffery
R.Ismakov;O.Barak
R.Iyer;C.Koch
R.Iyer;C.Teeter
R.Iyer;D.Feng
R.Iyer;J.Berg
R.Iyer;N.Cain
R.Iyer;N.Gouwens
R.Iyer;S.Mihalis
R.Iyer;V.Menon
R.Jozefowicz;C.Pandarinath
R.Jozefowicz;D.Sussillo
R.Jozefowicz;J.Collins
R.Jozefowicz;J.Henderson
R.Jozefowicz;J.Kao
R.Jozefowicz;K.Shenoy
R.Jozefowicz;L.Abbott
R.Jozefowicz;M.Churchland
R.Jozefowicz;M.Kaufman
R.Jozefowicz;S.Ryu
R.Jozefowicz;S.Stavisky
R.Kiani;E.Schneidman
R.Kiani;G.Tkacik
R.Kiani;O.Maoz
R.Kiani;G.Okazawa
R.Knight;E.Chang
R.Knight;G.Schalk
R.Knight;I.Saez
R.Knight;J.Lin
R.Knight;J.Parvizi
R.Knight;M.Hsu
R.Konda;A.Crowell
R.Konda;A.Waters
R.Konda;H.Mayberg
R.Konda;L.Tao
R.Konda;P.Riva-Posse
R.Konda;R.Butera
R.Konda;V.Tiruvadi
R.Lange;A.Chattoraj
R.Lange;J.Yates
R.Lange;M.Hochberg
R.Lange;R.Haefner
R.Levy;I.Lampl
R.Levy;K.Cohen-Kashi-Malina
R.Levy;M.Mahn
R.Levy;M.Prigge
R.Levy;O.Yizhar
R.Levy;S.Ron
R.Malenka;A.Mokhtari
R.Malenka;K.Beier
R.Malenka;L.Luo
R.Malenka;N.Wall
R.Malenka;P.Neumann
R.Malladi;B.Aazhang
R.Malladi;D.Johnson
R.Malladi;G.Kalamangalam
R.Malladi;N.Tandon
R.McWalter;J.McDermott
R.Monasson;S.Cocco
R.Monasson;T.Tesileanu
R.Monasson;V.Balasubramanian
R.Mooney;E.Hisey
R.Mooney;M.Kearney
R.Moran;C.Summerfield
R.Moran;D.Bang
R.Moran;J.Ding
R.Moran;S.CASTAnoN
R.Moran;T.Egner
R.Morrill;A.Hasenstaub
R.Natan;J.Blackwell
R.Natan;M.Aizenberg
R.Natan;M.Geffen
R.Natan;W.Rao
R.Naud;F.Vercruysse
R.Naud;H.Sprekeler
R.Pang;A.Fairhall
R.Poldrack;G.Wimmer
R.RAJU;X.Pitkow
R.Ramesh;B.Lowell
R.Ramesh;C.Burgess
R.Ramesh;G.Goldey
R.Ramesh;H.Fenselau
R.Ramesh;J.Madara
R.Ramesh;J.Resch
R.Ramesh;K.Levandowski
R.Ramesh;M.Andermann
R.Ramesh;N.Jikomes
R.Ramesh;Y.Livneh
R.Ramesh;A.Sugden
R.Ramesh;B.Lowell
R.Ramesh;C.Burgess
R.Ramesh;H.Fenselau
R.Ramesh;K.Levandowski
R.Ramesh;M.Andermann
R.Ramesh;M.Minnig
R.Rikhye;M.Hu
R.Rikhye;M.Sur
R.Rubin;H.Sompolinsky
R.Rubin;L.Abbott
R.Saunders;A.Mitz
R.Saunders;B.Averbeck
R.Saunders;P.Browning
R.Saunders;R.Bartolo
R.Schalek;C.Hillar
R.Schalek;F.Effenberger
R.Schalek;J.Lichtman
R.Schalek;X.Lu
R.Silver;A.Gajic
R.Silver;C.Clopath
R.Solomon;K.Conover
R.Solomon;P.Dayan
R.Solomon;P.Shizgal
R.Solomon;S.Ahilan
R.Solomon;j.cohen
R.Tremblay;B.Rudy
R.Tremblay;D.Levenstein
R.Tremblay;W.Munoz
R.Williamson;D.Polley
R.Wilson;J.Jeanne
R.Wilson;M.Fisek
S.Ahilan;K.Conover
S.Ahilan;P.Dayan
S.Ahilan;P.Shizgal
S.Ahilan;R.Solomon
S.Ahilan;j.cohen
S.Ahmad;J.Hawkins
S.Ahmad;M.Lewis
S.Ahmad;N.Romano
S.Ahmad;Y.Cui
S.Aimon;K.Deisseroth
S.Aimon;L.Grosenick
S.Aimon;M.Broxton
S.Aimon;R.Greenspan
S.Aimon;T.Katsuki
S.Aimon;T.Sejnowski
S.Allsop;D.Ba
S.Allsop;K.Tye
S.Allsop;N.Shinitski
S.Allsop;Y.Zhang
S.Baccus;A.Williams
S.Baccus;B.Poole
S.Baccus;B.Yu
S.Baccus;G.Santhanam
S.Baccus;K.Shenoy
S.Baccus;N.Maheswaranathan
S.Baccus;S.Ganguli
S.Baccus;S.Ryu
S.Baccus;D.Kastner
S.Baccus;T.Sharpee
S.Baccus;Y.Zhang
S.Baccus;D.Kastner
S.Baccus;L.McIntosh
S.Baccus;M.Manu
S.Bishop;C.Gagne
S.Bishop;E.Lawrance
S.Bishop;J.Bijsterbosch
S.Bishop;J.O'Reilly
S.Bishop;T.Behrens
S.Boie;B.Ermentrout
S.Boie;J.Crimaldi
S.Boie;J.Victor
S.Boie;K.Nagel
S.Boie;M.McHugh
S.Brincat;E.Miller
S.Brincat;M.Lundqvist
S.Brincat;M.Warden
S.Brincat;P.Herman
S.Brincat;E.Miller
S.Brincat;M.Moazami
S.Burke;A.Smith
S.Burke;C.Barnes
S.Burke;D.Ba
S.Burke;D.Gray
S.Burke;N.Shinitski
S.Burke;Y.Zhang
S.CASTAnoN;C.Summerfield
S.CASTAnoN;D.Bang
S.CASTAnoN;J.Ding
S.CASTAnoN;R.Moran
S.CASTAnoN;T.Egner
S.Cadena;A.Ecker
S.Cadena;A.Tolias
S.Cadena;E.Walker
S.Cadena;G.Denfield
S.Cadena;M.Bethge
S.Chase;A.Batista
S.Chase;B.Yu
S.Chase;E.Tyler-Kabara
S.Chase;K.Quick
S.Chase;M.Golub
S.Chase;P.Sadtler
S.Chase;S.Ryu
S.Chase;A.Batista
S.Chase;A.Degenhart
S.Chase;B.Yu
S.Chase;E.Oby
S.Chase;W.Bishop
S.Chase;A.Batista
S.Chase;B.Yu
S.Chase;E.Tyler-Kabara
S.Chase;J.Hennig
S.Chase;K.Quick
S.Chase;M.Golub
S.Chase;P.Lund
S.Chase;P.Sadtler
S.Chase;S.Ryu
S.Chen;E.Seidemann
S.Chen;S.Sebastian
S.Chen;W.Geisler
S.Chen;Y.Bai
S.Chen;Y.Chen
S.Chowdhury;B.Dai
S.Chowdhury;F.Memoli
S.Chung;D.Lee
S.Chung;H.Sompolinsky
S.Cocco;R.Monasson
S.Cocco;T.Tesileanu
S.Cocco;V.Balasubramanian
S.DeVries;D.Feng
S.DeVries;J.Lecoq
S.DeVries;M.Buice
S.Deneve;A.Alemi
S.Deneve;C.Machens
S.Deneve;J.Slotine
S.Deneve;M.Maras
S.Deneve;C.Machens
S.Deneve;N.Calaim
S.Deneve;P.Fiquet
S.Egger;C.Chang
S.Egger;M.Jazayeri
S.Escola;J.Murray
S.Gandhi;D.Velez
S.Gandhi;M.Davis
S.Ganguli;A.Williams
S.Ganguli;F.Wang
S.Ganguli;H.Kim
S.Ganguli;K.Shenoy
S.Ganguli;M.Schnitzer
S.Ganguli;S.Vyas
S.Ganguli;T.Kolda
S.Ganguli;S.Harvey
S.Ganguli;S.Lahiri
S.Ganguli;K.Hardcastle
S.Ganguli;L.Giocomo
S.Ganguli;S.Ocko
S.Ganguli;A.Williams
S.Ganguli;B.Poole
S.Ganguli;B.Yu
S.Ganguli;G.Santhanam
S.Ganguli;K.Shenoy
S.Ganguli;N.Maheswaranathan
S.Ganguli;S.Baccus
S.Ganguli;S.Ryu
S.Ganguli;A.Williams
S.Ganguli;C.Stock
S.Ganguli;S.Lahiri
S.Gershman;C.Starkweather
S.Gershman;N.Uchida
S.Harvey;S.Ganguli
S.Harvey;S.Lahiri
S.Helgren;v.klyachko
S.Hofer;A.Blot
S.Hofer;A.Chadwick
S.Hofer;A.Khan
S.Hofer;J.Poort
S.Hofer;M.Sahani
S.Hofer;T.Mrsic-Flogel
S.Ishii;H.Naoki
S.Ishii;K.Nakae
S.Ishii;Y.LI
S.Ito;A.Litke
S.Ito;D.Feldheim
S.Jadhav;J.Shin
S.Jadhav;L.Frank
S.Jadhav;W.Tang
S.Jaramillo;A.HERMOSO-MENDIZABAL
S.Jaramillo;A.HYAFIL
S.Jaramillo;D.ROBBE
S.Jaramillo;J.ROCHA
S.Jaramillo;P.RUEDA-OROZCO
S.Kastner;I.Fiebelkorn
S.Kastner;M.Pinsk
S.Koay;A.Charles
S.Koay;A.Song
S.Koay;D.Tank
S.Koay;J.Gauthier
S.Koay;J.Pillow
S.Konrad;T.Tchumatchenko
S.Kuhlman;F.Baqai
S.Kuhlman;J.Kauttonen
S.Kuhlman;P.Stan
S.Kuhlman;T.Lee
S.Lahiri;S.Ganguli
S.Lahiri;S.Harvey
S.Lahiri;A.Williams
S.Lahiri;C.Stock
S.Lahiri;S.Ganguli
S.Linderman;A.Miller
S.Linderman;D.Blei
S.Linderman;L.Paninski
S.Linderman;M.Johnson
S.Linderman;R.Adams
S.Lomber;M.Zirnsak
S.Lomber;T.Moore
S.Lomber;X.Chen
S.Madugula;A.Litke
S.Madugula;E.Chichilnisky
S.Madugula;G.Mena
S.Madugula;J.Cunningham
S.Madugula;L.Grosberg
S.Madugula;L.Paninski
S.Madugula;P.Hottowy
S.Manavi;D.Ollerenshaw
S.Manavi;D.Williams
S.Manavi;J.Kiggins
S.Manavi;M.Garrett
S.Manavi;P.Groblewski
S.Manavi;S.Mihalis
S.Manavi;S.Olsen
S.Masmanidis;D.Buonomano
S.Masmanidis;K.Bakhurin
S.Masmanidis;V.Goudar
S.McClure;E.Miller
S.McClure;I.Ballard
S.McClure;N.Goodman
S.McClure;S.Piantadosi
S.Mihalis;D.Ollerenshaw
S.Mihalis;D.Williams
S.Mihalis;J.Kiggins
S.Mihalis;M.Garrett
S.Mihalis;P.Groblewski
S.Mihalis;S.Manavi
S.Mihalis;S.Olsen
S.Mihalis;C.Koch
S.Mihalis;C.Teeter
S.Mihalis;D.Feng
S.Mihalis;J.Berg
S.Mihalis;N.Cain
S.Mihalis;N.Gouwens
S.Mihalis;R.Iyer
S.Mihalis;V.Menon
S.Mohan;C.Pehlevan
S.Mohan;D.Chklovski
S.Musall;A.Churchland
S.Musall;D.Barabasi
S.Musall;M.Kaufman
S.Muscinelli;J.Brea
S.Muscinelli;W.Gerstner
S.Ocko;K.Hardcastle
S.Ocko;L.Giocomo
S.Ocko;S.Ganguli
S.Olsen;D.Ollerenshaw
S.Olsen;D.Williams
S.Olsen;J.Kiggins
S.Olsen;M.Garrett
S.Olsen;P.Groblewski
S.Olsen;S.Manavi
S.Olsen;S.Mihalis
S.Ostojic;F.Mastrogiuseppe
S.Palmer;J.Salisbury
S.Palmer;M.Berry
S.Palmer;O.Marre
S.Palminteri;H.Thero
S.Palminteri;H.Vandendriessche
S.Palminteri;V.Chambon
S.Panzeri;A.Onken
S.Panzeri;F.Rozenblit
S.Panzeri;H.Schreyer
S.Panzeri;J.Liu
S.Panzeri;M.Khani
S.Panzeri;T.Gollisch
S.Panzeri;C.Harvey
S.Panzeri;C.Runyan
S.Panzeri;E.Piasini
S.Piantadosi;E.Miller
S.Piantadosi;I.Ballard
S.Piantadosi;N.Goodman
S.Piantadosi;S.McClure
S.Pullman;C.Mikell
S.Pullman;C.Schevon
S.Pullman;E.Smith
S.Pullman;G.Banks
S.Pullman;G.Horga
S.Pullman;G.McKhann
S.Pullman;M.Botvinick
S.Pullman;M.Yates
S.Pullman;Q.Yu
S.Pullman;S.Sheth
S.Pullman;S.Shrinivasan
S.Pullman;Y.Pathak
S.Ravi;G.Field
S.Ravi;J.Pillow
S.Ravi;L.Duncker
S.Romani;A.Rubin
S.Romani;H.Rouault
S.Ron;I.Lampl
S.Ron;K.Cohen-Kashi-Malina
S.Ron;M.Mahn
S.Ron;M.Prigge
S.Ron;O.Yizhar
S.Ron;R.Levy
S.Ryu;A.Batista
S.Ryu;B.Yu
S.Ryu;E.Tyler-Kabara
